title,body,rating,review,sentiment,clean_review,char_count,word_count,sentence_count,avg_word_length,unique_word_count,stopword_count,exclamation_count,question_count,uppercase_word_count,vader_score,emoji_list,emoji_count,noun_count,verb_count,adj_count
Not so great. Regret my purchase,I bought this for my mother. I ll just list what I don't like.1. Too heavy. Don't buy this for old people2. Camera is shaky and output is not great. I don't know why they have given four cameras.3. Too much of useless Samsung apps and galaxy items interrupting in between. I cannot able to disable these.,2,Not so great. Regret my purchase I bought this for my mother. I ll just list what I don't like.1. Too heavy. Don't buy this for old people2. Camera is shaky and output is not great. I don't know why they have given four cameras.3. Too much of useless Samsung apps and galaxy items interrupting in between. I cannot able to disable these.,negative,great regret purchas bought mother list like heavi buy old peopl camera shaki output great know given four camera much useless samsung app galaxi item interrupt abl disabl,337,63,11,4.365079365079365,51,32,0,0,5,-0.8798,[],0,9,9,8
Not as expected,"Samsung is cheating people with marketing big numbers for a product. All the specifications are just on paper.In reality, every specification is just sub-par.Camera quality is same as what you see in phones that released in 2012-2013, like Galaxy Grand 2.Battery is advertised as 6000mAh, but in actual, it gives the same result as a 3000mAh battery.Processor is just utter crap.Seeing a phone for the first where the initial setup itself lags like anything.Display quality feels same as resistive touch era phones.Screen shows bleeding symptoms.I wish they had a return policy instead of replacement.",2,"Not as expected Samsung is cheating people with marketing big numbers for a product. All the specifications are just on paper.In reality, every specification is just sub-par.Camera quality is same as what you see in phones that released in 2012-2013, like Galaxy Grand 2.Battery is advertised as 6000mAh, but in actual, it gives the same result as a 3000mAh battery.Processor is just utter crap.Seeing a phone for the first where the initial setup itself lags like anything.Display quality feels same as resistive touch era phones.Screen shows bleeding symptoms.I wish they had a return policy instead of replacement.",negative,expect samsung cheat peopl market big number product specif paper realiti everi specif sub par camera qualiti see phone releas like galaxi grand batteri advertis mah actual give result mah batteri processor utter crap see phone first initi setup lag like anyth display qualiti feel resist touch era phone screen show bleed symptom wish return polici instead replac,617,97,10,5.371134020618556,74,44,0,0,0,0.6124,[],0,28,14,11
Kam daam main bada dhamaka,"This hand phone is perfect for those who want it for day to day use with decent gaming experience also security wise it is good one, actually before purchasing this phone i had watched so many videos in YouTube and amzon, After using it for some days I think it is very good for an average person but if you want to compare this phone with some other devices i think that you should avoid to buy this mobile phone also, if you have been using some high end devices for some times then also you should think before purchasing this phone. In my personal opinion i think this is very good phone with excellent camera and battery life, also performance wise it is good for day to day use. Itne kam daam mai Samsung ka bharosa aur NonChinese device wo bhi made in India. So go for it I'm sure this phone will not disappoint you.",5,"Kam daam main bada dhamaka This hand phone is perfect for those who want it for day to day use with decent gaming experience also security wise it is good one, actually before purchasing this phone i had watched so many videos in YouTube and amzon, After using it for some days I think it is very good for an average person but if you want to compare this phone with some other devices i think that you should avoid to buy this mobile phone also, if you have been using some high end devices for some times then also you should think before purchasing this phone. In my personal opinion i think this is very good phone with excellent camera and battery life, also performance wise it is good for day to day use. Itne kam daam mai Samsung ka bharosa aur NonChinese device wo bhi made in India. So go for it I'm sure this phone will not disappoint you.",positive,kam daam main bada dhamaka hand phone perfect want day day use decent game experi also secur wise good one actual purchas phone watch mani video youtub amzon use day think good averag person want compar phone devic think avoid buy mobil phone also use high end devic time also think purchas phone person opinion think good phone excel camera batteri life also perform wise good day day use itn kam daam mai samsung ka bharosa aur nonchines devic wo bhi made india go sure phone disappoint,850,162,4,4.253086419753086,101,74,0,0,1,0.9855,[],0,31,21,18
Do not Buy,"Device is Heavy.Camera Quality is very poor.Screen Quality is very poor compare to othwr device in market.Fast charging is OkBattery backup is also Ok.I would recommend try other device in the same segment Like Redmi, Mi, Poco.",3,"Do not Buy Device is Heavy.Camera Quality is very poor.Screen Quality is very poor compare to othwr device in market.Fast charging is OkBattery backup is also Ok.I would recommend try other device in the same segment Like Redmi, Mi, Poco.",neutral,buy devic heavi camera qualiti poor screen qualiti poor compar othwr devic market fast charg okbatteri backup also ok would recommend tri devic segment like redmi mi poco,238,40,5,4.975,32,15,0,0,0,0.1548,[],0,7,4,7
Average,"I had a lot of doubts before purchase on seeing the negative reviews lying here and there but my experience with the Samsung m12 was really exciting. It has good battery backup, the display, even though 720p is not bad to look at, screen brightness is optimum. RAM management is good for day to day apps. Haven't found any lags.  Haven't tried playing any games on it. The battery last for 2 days on normal usage and 1 day on heavy usage and takes about 3hrs to fully charge.  Over all it is a great phone. The true monster. Update: After using it for nearly 6 months I'm facing proximity sensor issue, which I found is common in midrange samsung devices because of which I'm planning to change the phone and never am I going for another Samsung device. There are minor stutters here and there even while using light apps like YouTube. The battery life is still awesome.",2,"Average I had a lot of doubts before purchase on seeing the negative reviews lying here and there but my experience with the Samsung m12 was really exciting. It has good battery backup, the display, even though 720p is not bad to look at, screen brightness is optimum. RAM management is good for day to day apps. Haven't found any lags.  Haven't tried playing any games on it. The battery last for 2 days on normal usage and 1 day on heavy usage and takes about 3hrs to fully charge.  Over all it is a great phone. The true monster. Update: After using it for nearly 6 months I'm facing proximity sensor issue, which I found is common in midrange samsung devices because of which I'm planning to change the phone and never am I going for another Samsung device. There are minor stutters here and there even while using light apps like YouTube. The battery life is still awesome.",negative,averag lot doubt purchas see neg review lie experi samsung realli excit good batteri backup display even though p bad look screen bright optimum ram manag good day day app found lag tri play game batteri last day normal usag day heavi usag take hr fulli charg great phone true monster updat use nearli month face proxim sensor issu found common midrang samsung devic plan chang phone never go anoth samsung devic minor stutter even use light app like youtub batteri life still awesom,878,160,11,4.48125,116,70,0,0,4,0.9882,[],0,37,18,16
"Not Good, Not Bad","Hey so this is an honest review from my side. I thought Samsung phone would be great for my dad but it isn't so great. The battery life isn't good. Once the battery goes below 50% it drains really fast. Talking about camera quality, it isn't as good as expected. The pictures look grainy.. finger print reader doesn't accepts your finger sometimes, and if you put a cover on your phone then its even harder to use the finger print reader. This phone has good features but ya if I talk about the price it was good for 11k but not perfect!",3,"Not Good, Not Bad Hey so this is an honest review from my side. I thought Samsung phone would be great for my dad but it isn't so great. The battery life isn't good. Once the battery goes below 50% it drains really fast. Talking about camera quality, it isn't as good as expected. The pictures look grainy.. finger print reader doesn't accepts your finger sometimes, and if you put a cover on your phone then its even harder to use the finger print reader. This phone has good features but ya if I talk about the price it was good for 11k but not perfect!",neutral,good bad hey honest review side thought samsung phone would great dad great batteri life good batteri goe drain realli fast talk camera qualiti good expect pictur look graini finger print reader accept finger sometim put cover phone even harder use finger print reader phone good featur ya talk price good k perfect,555,106,8,4.245283018867925,79,52,1,0,2,-0.864,[],0,24,11,12
"Affordable, Battery lasting, and a Camera Gem!","Pros:Great Battery Life. Upto 2 days minimum.Great Camera.Superior smoothness in usability4GB RAM for multitasking.Built and feel of the phone.I use the phone primarily for clicking product photos for my website, and business calls. On a personal level, a powerful battery and camera saves me time and gives me a hassle free experience.  I use all sorts of video and image editing apps that requires a lot of ram usage and the phone has never crashed so far. Also does well for gaming. Hard core gaming may be sluggish. But for the price perspective, this phone is all you ever need.Cons:Face Detection  for unlocking — takes atleast 3 seconds to react. The fingerprint sensor is comparatively faster. But both is a little annoying at times.",4,"Affordable, Battery lasting, and a Camera Gem! Pros:Great Battery Life. Upto 2 days minimum.Great Camera.Superior smoothness in usability4GB RAM for multitasking.Built and feel of the phone.I use the phone primarily for clicking product photos for my website, and business calls. On a personal level, a powerful battery and camera saves me time and gives me a hassle free experience.  I use all sorts of video and image editing apps that requires a lot of ram usage and the phone has never crashed so far. Also does well for gaming. Hard core gaming may be sluggish. But for the price perspective, this phone is all you ever need.Cons:Face Detection  for unlocking — takes atleast 3 seconds to react. The fingerprint sensor is comparatively faster. But both is a little annoying at times.",positive,afford batteri last camera gem pro great batteri life upto day minimum great camera superior smooth usabl gb ram multitask built feel phone use phone primarili click product photo websit busi call person level power batteri camera save time give hassl free experi use sort video imag edit app requir lot ram usag phone never crash far also well game hard core game may sluggish price perspect phone ever need con face detect unlock take atleast second react fingerprint sensor compar faster littl annoy time,788,131,15,5.00763358778626,101,50,1,0,2,-0.215,[],0,42,14,12
"Dam waste product, i lost 13,499 Rs by choosing this phone","Please do not buy this phone because Samsung Galaxy M12 phone generating too much heat with this I can not operate the phone in normal condition. I kept the order in return and the authorized technician came and he decided, the is phone working normal but the compliant was too much heat generates when it's in the handset, in this case, how I could not take calls and operate the mobile. there is no return policy and only replacement but that also not happened. I was very much disappointed with amazon's service and I lost 13499/- and my requirement not fulfilled.",1,"Dam waste product, i lost 13,499 Rs by choosing this phone Please do not buy this phone because Samsung Galaxy M12 phone generating too much heat with this I can not operate the phone in normal condition. I kept the order in return and the authorized technician came and he decided, the is phone working normal but the compliant was too much heat generates when it's in the handset, in this case, how I could not take calls and operate the mobile. there is no return policy and only replacement but that also not happened. I was very much disappointed with amazon's service and I lost 13499/- and my requirement not fulfilled.",negative,dam wast product lost rs choos phone pleas buy phone samsung galaxi phone gener much heat oper phone normal condit kept order return author technician came decid phone work normal compliant much heat gener handset case could take call oper mobil return polici replac also happen much disappoint amazon servic lost requir fulfil,626,112,4,4.598214285714286,71,56,0,0,6,-0.9351,[],0,25,17,5
Worst phone don't throw your money,"Very heavy phone. Peculiar problem of Samsung phone always in hung state .if you want to use in outdoor in day time you can't see anything bon screen.  For screen shot you need to put an extra floating menu on screen which is very irritating. No compass app you can run on phone as it lacks the sensors. Friends don't buy it, Chinese phones are far far better than this. I also purchased it just to avoid Chinese phone and now I repaint it. Since sep 21 I am using it and this is worst phone I have ever had.",1,"Worst phone don't throw your money Very heavy phone. Peculiar problem of Samsung phone always in hung state .if you want to use in outdoor in day time you can't see anything bon screen.  For screen shot you need to put an extra floating menu on screen which is very irritating. No compass app you can run on phone as it lacks the sensors. Friends don't buy it, Chinese phones are far far better than this. I also purchased it just to avoid Chinese phone and now I repaint it. Since sep 21 I am using it and this is worst phone I have ever had.",negative,worst phone throw money heavi phone peculiar problem samsung phone alway hung state want use outdoor day time see anyth bon screen screen shot need put extra float menu screen irrit compass app run phone lack sensor friend buy chines phone far far better also purchas avoid chines phone repaint sinc sep use worst phone ever,543,106,8,4.122641509433962,83,43,0,0,4,-0.8935,[],0,21,16,8
Camera,"New year and Christmas day special status quotes wishes<a href=""https://www.best-status.com/2017/10/best-10-happy-new-year-2018-gif-image.html""> Happy New year Gif image </a><a href=""https://www.best-status.com/2017/12/happy-christmas-merry-christmas-status-wishes-for-whatsapp.html"">Happy Christmas status wishes for WhatsApp</a><a href=""https://www.best-status.com/2017/10/happy-christmas-day-hindi-status.html"">Happy Christmas day Hindi status </a><a href=""https://www.best-status.com/2017/11/happy-christmas-status-and-merry.html"">happy Christmas status Gif image picture </a><a href=""https://www.best-status.com/2017/12/happy-new-year-and-merry-christmas.html"">Happy new year and merry Christmas status</a><a href=""https://www.best-status.com/2017/12/romantic-new-year-2018-statusmassage.html"">Romantic new year status massage </a><a href=""https://www.best-status.com/2017/12/happy-new-year-2018-gifs-animated-image.html""> happy new year Gif image picture animated </a><a href=""https://www.best-status.com/2017/12/happy-new-year-2018-romantic-love-image.html""> happy new year romantic love status</a><a href=""https://www.best-status.com/2017/10/happy-new-year-2018-shayari-in-hindi.html"">happy new year shayari in Hindi </a><a href=""https://www.best-status.com/2017/12/happy-christmas-day-2017-3d-gifs.html"">happy Christmas Day 3d gifs </a><a href=""https://www.best-status.com/2017/10/best-merry-christmas-status-quotes.html""> merry Christmas status quotes </a><a href=""https://www.best-status.com/2017/10/merry-christmas-status-happy-christmas-status-quotes-best-merry-christmas-status-saying.html"">merry Christmas status quotes saying </a><a href=""https://www.best-status.com/2017/12/top-15-happy-christmas-day-gifs.html"">top 15 happy Christmas day Gif images </a><a href=""https://www.best-status.com/2021/11/happy-new-year-2022-gif-animated-image.html"">happy new year 2022 Gif image picture </a>",5,"Camera New year and Christmas day special status quotes wishes<a href=""https://www.best-status.com/2017/10/best-10-happy-new-year-2018-gif-image.html""> Happy New year Gif image </a><a href=""https://www.best-status.com/2017/12/happy-christmas-merry-christmas-status-wishes-for-whatsapp.html"">Happy Christmas status wishes for WhatsApp</a><a href=""https://www.best-status.com/2017/10/happy-christmas-day-hindi-status.html"">Happy Christmas day Hindi status </a><a href=""https://www.best-status.com/2017/11/happy-christmas-status-and-merry.html"">happy Christmas status Gif image picture </a><a href=""https://www.best-status.com/2017/12/happy-new-year-and-merry-christmas.html"">Happy new year and merry Christmas status</a><a href=""https://www.best-status.com/2017/12/romantic-new-year-2018-statusmassage.html"">Romantic new year status massage </a><a href=""https://www.best-status.com/2017/12/happy-new-year-2018-gifs-animated-image.html""> happy new year Gif image picture animated </a><a href=""https://www.best-status.com/2017/12/happy-new-year-2018-romantic-love-image.html""> happy new year romantic love status</a><a href=""https://www.best-status.com/2017/10/happy-new-year-2018-shayari-in-hindi.html"">happy new year shayari in Hindi </a><a href=""https://www.best-status.com/2017/12/happy-christmas-day-2017-3d-gifs.html"">happy Christmas Day 3d gifs </a><a href=""https://www.best-status.com/2017/10/best-merry-christmas-status-quotes.html""> merry Christmas status quotes </a><a href=""https://www.best-status.com/2017/10/merry-christmas-status-happy-christmas-status-quotes-best-merry-christmas-status-saying.html"">merry Christmas status quotes saying </a><a href=""https://www.best-status.com/2017/12/top-15-happy-christmas-day-gifs.html"">top 15 happy Christmas day Gif images </a><a href=""https://www.best-status.com/2021/11/happy-new-year-2022-gif-animated-image.html"">happy new year 2022 Gif image picture </a>",positive,camera new year christma day special statu quot wish href happi new year gif imag href christma statu wish whatsapp href christma day hindi statu href christma statu gif imag pictur href new year merri christma statu href new year statu massag href happi new year gif imag pictur anim href happi new year romant love statu href new year shayari hindi href christma day gif href merri christma statu quot href christma statu quot say href happi christma day gif imag href new year gif imag pictur,1910,106,42,17.028301886792452,51,4,0,0,0,0.9861,[],0,52,13,56
Don't buy this Phone 😞,1-Camera Quality too poor back & Front both2- battery life is too short 8 hours3- unable to take screenshots4-phone hang while typing5- for PUBG lover Don't Buy not working in properly6- Display Quality is so ugly while playing game 🎯🎮7- mobile heating while charging & using tym both8- It's taking 3-4 hours for charging,1,Don't buy this Phone 😞 1-Camera Quality too poor back & Front both2- battery life is too short 8 hours3- unable to take screenshots4-phone hang while typing5- for PUBG lover Don't Buy not working in properly6- Display Quality is so ugly while playing game 🎯🎮7- mobile heating while charging & using tym both8- It's taking 3-4 hours for charging,negative,buy phone camera qualiti poor back front batteri life short hour unabl take screenshot phone hang type pubg lover buy work properli display qualiti ugli play game mobil heat charg use tym take hour charg,344,59,0,4.8474576271186445,50,17,0,0,1,-0.6785,"['😞', '🎯', '🎮']",3,15,8,6
Value for money smartphone,"While Samsung boasts about the 48MP camera, the picture quality is not up to the mark. I was looking for a smartphone for my mother with a price range of 9-11 k and was confused between Resmi 9 series and Samsung M12. I finally decided to go for samsung since it has a good resale value. The battery life is just amazing, since my mom uses the phone for basic functions like calls, watching videos on youtube and social media, the battery lasts easily for 3 days on a full charge",5,"Value for money smartphone While Samsung boasts about the 48MP camera, the picture quality is not up to the mark. I was looking for a smartphone for my mother with a price range of 9-11 k and was confused between Resmi 9 series and Samsung M12. I finally decided to go for samsung since it has a good resale value. The battery life is just amazing, since my mom uses the phone for basic functions like calls, watching videos on youtube and social media, the battery lasts easily for 3 days on a full charge",positive,valu money smartphon samsung boast mp camera pictur qualiti mark look smartphon mother price rang k confus resmi seri samsung final decid go samsung sinc good resal valu batteri life amaz sinc mom use phone basic function like call watch video youtub social media batteri last easili day full charg,506,95,3,4.336842105263158,71,41,0,0,4,0.9201,[],0,26,10,6
Great Phone!,"Pros:*On the internet, some found the phone heavy a little bit, but for me, it looked like a sturdy mobile*Great Rear camera quality, Good front camera quality*Ultra quick fingerprint sensor*Descent battery life indeed, suggest you use the phone mildly and charge the battery only up to 85-95% for at least 1 week. I use the phone mostly for YouTube and social media and with that using its battery last for about 2.5 - 3 days or sometimes 3.5 days as wellCons:*Face Recognition is slow, but you won't need that if you use fingerprint*Not meant for high-end gaming cause sometimes frame dropsBtw purchased the phone for Rs 9499",4,"Great Phone! Pros:*On the internet, some found the phone heavy a little bit, but for me, it looked like a sturdy mobile*Great Rear camera quality, Good front camera quality*Ultra quick fingerprint sensor*Descent battery life indeed, suggest you use the phone mildly and charge the battery only up to 85-95% for at least 1 week. I use the phone mostly for YouTube and social media and with that using its battery last for about 2.5 - 3 days or sometimes 3.5 days as wellCons:*Face Recognition is slow, but you won't need that if you use fingerprint*Not meant for high-end gaming cause sometimes frame dropsBtw purchased the phone for Rs 9499",positive,great phone pro internet found phone heavi littl bit look like sturdi mobil great rear camera qualiti good front camera qualiti ultra quick fingerprint sensor descent batteri life inde suggest use phone mildli charg batteri least week use phone mostli youtub social media use batteri last day sometim day wellcon face recognit slow need use fingerprint meant high end game caus sometim frame dropsbtw purchas phone rs,640,109,4,4.8807339449541285,82,39,1,0,1,0.8733,[],0,30,11,12
Go for other option,Not up to the mark too many cons1)phone ram management is not good it hangs too much 90hz screen is only for show whenever u set screen at 90hz its start hamging2) VGA camera is better than this 48megapixal camera3)when i start mobile and setup it hang and restart more than 2 time so i will suggest  dongo for this phone,1,Go for other option Not up to the mark too many cons1)phone ram management is not good it hangs too much 90hz screen is only for show whenever u set screen at 90hz its start hamging2) VGA camera is better than this 48megapixal camera3)when i start mobile and setup it hang and restart more than 2 time so i will suggest  dongo for this phone,negative,go option mark mani con phone ram manag good hang much hz screen show whenev u set screen hz start hamg vga camera better megapix camera start mobil setup hang restart time suggest dongo phone,341,65,0,4.246153846153846,52,30,0,0,1,0.1265,[],0,14,8,8
Worst processor ever in a Samsung phone !!,"I bought this smartphone for my mother as I knew there would be no large applications used, so the phone would not need much processing. But this phone started to freeze and lag even when applications of size 10 -15 MB were installed. I have been a loyal Samsung customer for nearly 10 years, but now it's time to move on I think.I will not suggest this phone to anyone. You can get far better phones at this same cost.",1,"Worst processor ever in a Samsung phone !! I bought this smartphone for my mother as I knew there would be no large applications used, so the phone would not need much processing. But this phone started to freeze and lag even when applications of size 10 -15 MB were installed. I have been a loyal Samsung customer for nearly 10 years, but now it's time to move on I think.I will not suggest this phone to anyone. You can get far better phones at this same cost.",negative,worst processor ever samsung phone bought smartphon mother knew would larg applic use phone would need much process phone start freez lag even applic size mb instal loyal samsung custom nearli year time move think suggest phone anyon get far better phone cost,462,88,6,4.261363636363637,70,41,2,0,5,0.5624,[],0,17,12,6
Good phone within this budget,"Fingerprint reader ,battery life and camera are 👍good as compare to others within this budget. My decision was very clear before purchasing that I would buy only phone within ₹13000 so I purchased and in my opinion  if ones budget is same then go ahead don't thing and read negative  review",4,"Good phone within this budget Fingerprint reader ,battery life and camera are 👍good as compare to others within this budget. My decision was very clear before purchasing that I would buy only phone within ₹13000 so I purchased and in my opinion  if ones budget is same then go ahead don't thing and read negative  review",positive,good phone within budget fingerprint reader batteri life camera good compar other within budget decis clear purchas would buy phone within purchas opinion one budget go ahead thing read neg review,320,56,1,4.696428571428571,48,24,0,0,2,0.2716,['👍'],1,15,6,5
Solid overall performer,"The fingerprint reader is placed at an ideal location and works without fail. The battery life is really good even though it takes a long time to charge so in all good. camera quality of the primary camera is good for everyday use. The design of the phone is such that it does not wobble and there are no protruding camera. The built quality feels solid. No fingerprint smudges.I have experienced some jitters but nothing to complain about. Calling over WiFi facility works very good and the earpiece quality is decent. No issues with proximity sensor. Though it lacks the bells and whistles of its competitors, it does well. There is nothing extraordinary to write about, but it is actually good as there are nothing extremely negative to write about. Buy it and it will work as its supposed to. Also trusting on Samsung brand name for data privacy.",5,"Solid overall performer The fingerprint reader is placed at an ideal location and works without fail. The battery life is really good even though it takes a long time to charge so in all good. camera quality of the primary camera is good for everyday use. The design of the phone is such that it does not wobble and there are no protruding camera. The built quality feels solid. No fingerprint smudges.I have experienced some jitters but nothing to complain about. Calling over WiFi facility works very good and the earpiece quality is decent. No issues with proximity sensor. Though it lacks the bells and whistles of its competitors, it does well. There is nothing extraordinary to write about, but it is actually good as there are nothing extremely negative to write about. Buy it and it will work as its supposed to. Also trusting on Samsung brand name for data privacy.",positive,solid overal perform fingerprint reader place ideal locat work without fail batteri life realli good even though take long time charg good camera qualiti primari camera good everyday use design phone wobbl protrud camera built qualiti feel solid fingerprint smudg experienc jitter noth complain call wifi facil work good earpiec qualiti decent issu proxim sensor though lack bell whistl competitor well noth extraordinari write actual good noth extrem neg write buy work suppos also trust samsung brand name data privaci,874,152,13,4.756578947368421,105,68,0,0,0,0.9781,[],0,31,23,17
Great budget smartphone from Samsung,Great budget smartphone from Samsung.Got a bit worried after reading all the negative reviews about the phone's display and camera but they didn't fail me or Samsung. Great battery life and display looks awesome. Camera is normal; neither extremely extraordinary nor disappointing. Overall camera is satisfactory at this price. RAM and Processor give very smooth performance. Don't get worry about the bullshit negative reviews (by people who want gold at the price of brass).  Go for it.,5,Great budget smartphone from Samsung Great budget smartphone from Samsung.Got a bit worried after reading all the negative reviews about the phone's display and camera but they didn't fail me or Samsung. Great battery life and display looks awesome. Camera is normal; neither extremely extraordinary nor disappointing. Overall camera is satisfactory at this price. RAM and Processor give very smooth performance. Don't get worry about the bullshit negative reviews (by people who want gold at the price of brass).  Go for it.,positive,great budget smartphon samsung great budget smartphon samsung got bit worri read neg review phone display camera fail samsung great batteri life display look awesom camera normal neither extrem extraordinari disappoint overal camera satisfactori price ram processor give smooth perform get worri bullshit neg review peopl want gold price brass go,525,82,8,5.402439024390244,65,30,0,0,1,0.956,[],0,22,8,13
Audio Output Too Low,"I have gone through many reviews for this phone. But, I've not seen anyone talking about sound quality. Maybe their handsets are working absolutely fine.. Maybe my particular handset is troublesome. Anyways, since I got the phone on my hand, I couldn't explore as much as I should but overall my experience with Samsung is not up to the mark. I purchased Samsung's phone hoping to get some amazing performance which the company and other reviewers (mainly YouTube reviewers) claim.I am not that technically sound person to digest every single term the phone companies (manufacturers) use these days. Still, I've gathered a little bit of knowledge and experience after using various smartphones over the long 11-12 years.I got this model (Galaxy M12) exchanged with Redmi 8A Dual which was not that much worse.. The sound was pretty loud be it media sound, ringtones, call sound, etc.Frankly speaking, I've not checked gaming, camera and other features the way I did with sound quality. I'd recommend experience yourself before you buy this phone if at all possible.",3,"Audio Output Too Low I have gone through many reviews for this phone. But, I've not seen anyone talking about sound quality. Maybe their handsets are working absolutely fine.. Maybe my particular handset is troublesome. Anyways, since I got the phone on my hand, I couldn't explore as much as I should but overall my experience with Samsung is not up to the mark. I purchased Samsung's phone hoping to get some amazing performance which the company and other reviewers (mainly YouTube reviewers) claim.I am not that technically sound person to digest every single term the phone companies (manufacturers) use these days. Still, I've gathered a little bit of knowledge and experience after using various smartphones over the long 11-12 years.I got this model (Galaxy M12) exchanged with Redmi 8A Dual which was not that much worse.. The sound was pretty loud be it media sound, ringtones, call sound, etc.Frankly speaking, I've not checked gaming, camera and other features the way I did with sound quality. I'd recommend experience yourself before you buy this phone if at all possible.",neutral,audio output low gone mani review phone seen anyon talk sound qualiti mayb handset work absolut fine mayb particular handset troublesom anyway sinc got phone hand explor much overal experi samsung mark purchas samsung phone hope get amaz perform compani review mainli youtub review claim technic sound person digest everi singl term phone compani manufactur use day still gather littl bit knowledg experi use variou smartphon long year got model galaxi exchang redmi dual much wors sound pretti loud media sound rington call sound etc frankli speak check game camera featur way sound qualiti recommend experi buy phone possibl,1086,179,12,5.072625698324022,134,77,0,0,8,0.971,[],0,39,22,19
It's a meh phone,"Good phone for the price. The responsiveness of the screen to touch is a little wanting. Battery not as good as expected, lasts for about a day and a half with moderate usage.  Camera is great but it's a pain to select and toggle through the settings. Really have to look hard to realise it is a high resolution image. My other purchase is an M12 which feels really premium compared to this phone. The price difference at time of purchase was only 2k.",3,"It's a meh phone Good phone for the price. The responsiveness of the screen to touch is a little wanting. Battery not as good as expected, lasts for about a day and a half with moderate usage.  Camera is great but it's a pain to select and toggle through the settings. Really have to look hard to realise it is a high resolution image. My other purchase is an M12 which feels really premium compared to this phone. The price difference at time of purchase was only 2k.",neutral,meh phone good phone price respons screen touch littl want batteri good expect last day half moder usag camera great pain select toggl set realli look hard realis high resolut imag purchas feel realli premium compar phone price differ time purchas k,468,88,7,4.318181818181818,67,45,0,0,1,-0.5272,[],0,21,10,9
"A very poor quality camera, memory","Firstly amazon cc is very inefficient in handling my queries, series of wrong communication from chat support, phone support. My email is not yet answered since 8 days. Now, samsung m12 phone - out of 64gb only 50-52gb is available and remaining 12-13gb occupied by system. Out of 4gb ram 1.8gb approx is occupied by system. Camera quality is very very poor. Phone hangs too much like if i unlock the phone it takes more than 10-15 sec to display clock, navigation icons, notifications panel etc. Phone heats up if we use gdrive, maps, hotspot. Screen and body is very delicate. Plz think much before you go for this. An upset frustrated Amazon cusromer, Sameer!",1,"A very poor quality camera, memory Firstly amazon cc is very inefficient in handling my queries, series of wrong communication from chat support, phone support. My email is not yet answered since 8 days. Now, samsung m12 phone - out of 64gb only 50-52gb is available and remaining 12-13gb occupied by system. Out of 4gb ram 1.8gb approx is occupied by system. Camera quality is very very poor. Phone hangs too much like if i unlock the phone it takes more than 10-15 sec to display clock, navigation icons, notifications panel etc. Phone heats up if we use gdrive, maps, hotspot. Screen and body is very delicate. Plz think much before you go for this. An upset frustrated Amazon cusromer, Sameer!",negative,poor qualiti camera memori firstli amazon cc ineffici handl queri seri wrong commun chat support phone support email yet answer sinc day samsung phone gb gb avail remain gb occupi system gb ram gb approx occupi system camera qualiti poor phone hang much like unlock phone take sec display clock navig icon notif panel etc phone heat use gdrive map hotspot screen bodi delic plz think much go upset frustrat amazon cusrom sameer,697,121,11,4.768595041322314,100,42,1,0,1,-0.7257,[],0,37,13,10
Budgeted phone ever,"Its a budgeted phone. 6 GB/ 128 GB storage variant is good. Battery backup is awesome. Took 3-3.5 hrs to full charge. Not happy with front camera quality & Awful at night. NO slow motion capturing feature. Rear camera is better in daylight & good at night. Not happy with side touch sensor. Took so many attempts sometimes to unlock. But, overall I am happy using it because navigation sensor, battery backup & performance of phone is good compared with other brands.",3,"Budgeted phone ever Its a budgeted phone. 6 GB/ 128 GB storage variant is good. Battery backup is awesome. Took 3-3.5 hrs to full charge. Not happy with front camera quality & Awful at night. NO slow motion capturing feature. Rear camera is better in daylight & good at night. Not happy with side touch sensor. Took so many attempts sometimes to unlock. But, overall I am happy using it because navigation sensor, battery backup & performance of phone is good compared with other brands.",neutral,budget phone ever budget phone gb gb storag variant good batteri backup awesom took hr full charg happi front camera qualiti aw night slow motion captur featur rear camera better daylight good night happi side touch sensor took mani attempt sometim unlock overal happi use navig sensor batteri backup perform phone good compar brand,487,85,11,4.741176470588235,67,24,0,0,4,0.8843,[],0,28,8,14
Outstanding,Great product for the money. Thankfully it's not Chinese and there's peace of mind when using banking apps or other apps which warrants security of non Chinese servers. The camera to screen everything is as good it can get for the money and software is way above what the Chinese offers.,5,Outstanding Great product for the money. Thankfully it's not Chinese and there's peace of mind when using banking apps or other apps which warrants security of non Chinese servers. The camera to screen everything is as good it can get for the money and software is way above what the Chinese offers.,positive,outstand great product money thank chines peac mind use bank app app warrant secur non chines server camera screen everyth good get money softwar way chines offer,299,52,3,4.769230769230769,43,24,0,0,0,0.9623,[],0,12,6,8
